StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5a,A5a_4_TEXT,A5a_DO,A6a,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7a,C3_1,C3_2,C3_3,C3_4,C3_DO,C4_1,C4_2,C4_3,C4_4,C4_DO,C5_1,C5_2,C5_3,C5_4,C5_DO,C6_1,C6_2,C6_3,C6_4,C6_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
10/11/2022 2:08,10/11/2022 2:16,IP Address,174.253.192.185,100,471,TRUE,10/11/2022 2:16,R_1JUUreFUAYRJbTU,,,,,45.5248,-122.6789,anonymous,EN,1,,0,5,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Alabama|Alaska|Arizona|Other,,44,Female,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|White|Latino or Hispanic|Other,Republican,,,Strong Republican,,Some college but no degree,,Very likely,,ranked-choice voting,2,3,1,,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat),2,3,1,4,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),,3,1,2,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),4,3,1,2,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),I'm not really sure how I feel about it yet. I hope that it will be a way of making voting more easy. ,,,,63452448-ed44-ad4b-da02-f903aed8ffb6,,1634,26899817,"Mozilla/5.0 (Linux; Android 11; moto g power (XT2041DL)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36"
10/11/2022 2:02,10/11/2022 2:19,IP Address,20.168.98.177,100,1024,TRUE,10/11/2022 2:19,R_2fCpubdPB8RbC94,,,,,33.4475,-112.0866,anonymous,EN,0.699999988,,0,5,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,Yes|No,Alaska,,Arizona|Alabama|Alaska|Arkansas|Other,,23,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,White|Black or African American|Latino or Hispanic|Middle Easterners and North Africans|American Indian and Alaska Native|Asian and Pacific Islanders|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,3,2,1,4,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),4,1,3,2,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),2,1,4,3,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),2,4,1,3,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),ok,,,,63452294-c71a-c888-642c-7189bd88e74e,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:98.0) Gecko/20100101 Firefox/98.0
10/11/2022 2:21,10/11/2022 2:24,IP Address,63.155.53.36,100,185,TRUE,10/11/2022 2:24,R_3pngPcvQXywIkVz,,,,,44.0197,-123.1008,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Arkansas|Alaska|Arizona|Alabama|Other,,23,Male,,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|Middle Easterners and North Africans|White|Asian and Pacific Islanders|Latino or Hispanic|Black or African American|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,2,3,4,1,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican),4,3,2,1,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican),4,3,2,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),1,2,3,4,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),se tell us about how you feel,,,,634526e1-955a-11ef-ce1d-5623e846cf2c,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/11/2022 2:28,10/11/2022 2:31,IP Address,63.155.61.91,100,139,TRUE,10/11/2022 2:31,R_3QEOWOUY5vBifA2,,,,,44.0197,-123.1008,anonymous,EN,0.800000012,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,Yes|No,Alaska,,Alabama|Arizona|Arkansas|Alaska|Other,,23,Male,,Female|Male|Other|Prefer not to tell,White,,Black or African American|White|Middle Easterners and North Africans|Latino or Hispanic|American Indian and Alaska Native|Asian and Pacific Islanders|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,2,3,1,4,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat),1,2,3,4,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat),4,2,3,1,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,4,1,3,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican), tell us about how you feel a,,,,634528f9-0ea2-ac6a-e978-42c3a0a5727f,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/11/2022 2:30,10/11/2022 2:33,IP Address,20.163.20.219,100,196,TRUE,10/11/2022 2:33,R_ZpzxtZ2zJudZRw5,,,,,33.4475,-112.0866,anonymous,EN,0.400000006,,0,5,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Alaska,,Arkansas|Alabama|Alaska|Arizona|Other,,23,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Asian and Pacific Islanders|Latino or Hispanic|Middle Easterners and North Africans|Black or African American|White|American Indian and Alaska Native|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,1,2,3,4,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat),3,4,1,2,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian),2,4,1,3,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),2,3,1,4,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),voting ,,,,63452958-ed25-c8f5-a983-32e874020c3b,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Firefox/100.0
10/11/2022 2:33,10/11/2022 2:40,IP Address,24.237.77.14,100,400,TRUE,10/11/2022 2:40,R_2cASE2X4wr4ShoB,,,,,61.0988,-149.8077,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alabama|Alaska|Arkansas|Arizona|Other,,71,Female,,Female|Male|Other|Prefer not to tell,White,,American Indian and Alaska Native|Black or African American|Latino or Hispanic|White|Asian and Pacific Islanders|Middle Easterners and North Africans|Other,Republican,,,Strong Republican,,High school diploma or equivalent,,Very likely,,ranked-choice voting,,,1,,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican),2,3,1,4,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat),,,,1,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),4,2,3,1,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),i hate it. it defeats the one person one vote ideal by allowing 4 votes for the same office.,,,,63452a64-2ce4-27a6-cf40-831c6b9db71b,,1507,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/11/2022 2:37,10/11/2022 2:43,IP Address,63.155.37.177,100,337,TRUE,10/11/2022 2:43,R_1jm7NiMaH8AMdZg,,,,,44.0683,-123.0763,anonymous,EN,0.800000012,,0,5,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Alaska|Arkansas|Arizona|Alabama|Other,,23,Male,,Male|Female|Other|Prefer not to tell,White,,Asian and Pacific Islanders|White|Middle Easterners and North Africans|Latino or Hispanic|American Indian and Alaska Native|Black or African American|Other,Republican,,,Strong Republican,,Bachelor's degree,,Very likely,,taagepera-shugart system,1,2,4,3,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican),4,2,1,3,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),3,1,2,4,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),4,3,2,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat), about how you feel about,,,,63452adc-e0cd-5db6-c14c-88acde34221d,,989,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/11/2022 2:49,10/11/2022 2:56,IP Address,107.77.206.34,100,385,TRUE,10/11/2022 2:56,R_r6jb6uXUC2KBcGJ,,,,,41.8764,-87.6133,anonymous,EN,,,0,25,,Yes,No,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,No|Yes,Alaska,,Arkansas|Arizona|Alaska|Alabama|Other,,40,Male,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Latino or Hispanic|Middle Easterners and North Africans|American Indian and Alaska Native|White|Black or African American|Other,Democrat,,Not very strong Democrat,,,Associate degree,,Very likely,,ranked-choice voting,4,3,2,1,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican),3,4,1,2,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian),3,2,1,4,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),3,1,2,4,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),Because it is more comprehensive,,,,63452e04-ad4f-7963-1df1-3e57767c0174,,1022,26899817,Mozilla/5.0 (Windows NT 10.0; rv:100.0) Gecko/20100101 Firefox/100.0
10/11/2022 4:50,10/11/2022 4:55,IP Address,24.237.78.90,100,303,TRUE,10/11/2022 4:55,R_26hWQ4xO5K5socF,,,,,61.0988,-149.8077,anonymous,EN,1,,0,10,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arizona|Alaska|Arkansas|Alabama|Other,,56,Female,,Male|Female|Other|Prefer not to tell,White,,Middle Easterners and North Africans|Latino or Hispanic|White|Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Other,Democrat,,Not very strong Democrat,,,Bachelor's degree,,Very likely,,proportional representation,3,,2,1,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican),3,4,1,2,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),2,,1,,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),2,4,1,3,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),It's an interesting tool to use and let's you think of who you'd lime to vote for in order of preference,,,,634549b6-0aee-8a80-5f40-77657038c8a7,,1682,26899817,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
10/11/2022 6:02,10/11/2022 6:07,IP Address,66.223.220.130,100,312,TRUE,10/11/2022 6:07,R_3kq9AAHsYThCwah,,,,,61.1545,-149.8924,anonymous,EN,0.899999976,,0,5,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Alaska|Arizona|Alabama|Other,,39,Female,,Female|Male|Other|Prefer not to tell,White,,Latino or Hispanic|American Indian and Alaska Native|Black or African American|White|Middle Easterners and North Africans|Asian and Pacific Islanders|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very unlikely,,ranked-choice voting,2,3,4,1,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican),2,3,4,1,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),,,1,,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,3,1,4,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),"i like it so all are equsl
",,,,63455add-e512-48cb-108b-b6e3fda31d74,,708,26899817,"Mozilla/5.0 (Linux; Android 10; LM-Q720 Build/QKQ1.200308.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 TapResearch Multi Window"
10/11/2022 6:14,10/11/2022 6:18,IP Address,107.122.81.58,100,193,TRUE,10/11/2022 6:18,R_3PBnFxk4zuB9wXz,,,,,45.5375,-122.5989,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alabama|Arizona|Arkansas|Alaska|Other,,23,Female,,Male|Female|Other|Prefer not to tell,Asian and Pacific Islanders,,Middle Easterners and North Africans|Black or African American|White|American Indian and Alaska Native|Latino or Hispanic|Asian and Pacific Islanders|Other,Democrat,,Not very strong Democrat,,,Some college but no degree,,Likely,,proportional representation,2,3,,1,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat),3,4,1,2,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat),,2,1,,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),4,1,3,2,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),i feel ranked choice voting is the most reasonable and best option ,,,,63455dfa-ab6d-1979-49c6-7b4b373a7e14,,1352,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/11/2022 7:51,10/11/2022 7:54,IP Address,172.58.203.139,100,169,TRUE,10/11/2022 7:54,R_1Q6rDZHyuzi4L5l,,,,,39.9792,-75.1279,anonymous,EN,1,,0,10,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Alaska,,Alaska|Alabama|Arkansas|Arizona|Other,,24,Female,,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|White|Latino or Hispanic|Middle Easterners and North Africans|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very likely,,taagepera-shugart system,2,1,4,3,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican),4,2,3,1,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),2,3,1,4,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),4,2,1,3,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),"No thing
",,,,634574b7-5b6a-8253-5c64-3c517fe907a6,,1156,26899817,"Mozilla/5.0 (Linux; Android 7.0; BLL-L21 Build/HUAWEIBLL-L21; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5249.79 Mobile Safari/537.36"
10/11/2022 7:53,10/11/2022 8:08,IP Address,69.178.99.60,100,911,TRUE,10/11/2022 8:08,R_3husZPpR8ZRmAW2,,,,,61.2049,-149.8096,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arizona|Alaska|Arkansas|Alabama|Other,,30,Female,,Female|Male|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|Asian and Pacific Islanders|Latino or Hispanic|American Indian and Alaska Native|Black or African American|Other,Independent,,,,Closer to the Democratic Party,Professional school degree,,Unlikely,,ranked-choice voting,1,3,2,4,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian),1,4,2,3,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican),2,3,4,1,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),3,2,4,1,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),I dont really care one way or another about voting.,,,,6345754b-6e7c-a533-eea9-aff7d79bb947,,1352,26899817,"Mozilla/5.0 (Linux; Android 12; SM-A516U1 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/11/2022 8:15,10/11/2022 8:28,IP Address,69.178.101.194,100,770,TRUE,10/11/2022 8:28,R_1QhiUexD9sbisvf,,,,,61.2049,-149.8096,anonymous,EN,0.800000012,,0,5,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alaska|Arkansas|Alabama|Arizona|Other,,63,Female,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Black or African American|White|American Indian and Alaska Native|Latino or Hispanic|Middle Easterners and North Africans|Other,Independent,,,,Closer to the Democratic Party,Associate degree,,Very likely,,ranked-choice voting,3,2,4,1,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian),3,2,4,1,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican),2,3,1,4,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),3,2,1,4,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),"Having a choice between who I think is the most qualified candidate and being able to indicate my choice regardless of Party (Parties are over rated and not as important as we are led to believe) and then indicating my next favorite choice, makes me feel as though I am a part of the whole system instead of an uninformed, stupid sheeple, public-forgets-easily voter.  Our voting system needs to come up to date with our technology and get rid of the system we have now - it's too old.  It worked in a time that was simpler, people were honest first, and there were less people. ",,,,63457a7a-9ec1-5324-1b4f-cea671d8fdbd,,1507,26899817,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
10/11/2022 8:14,10/11/2022 8:32,IP Address,107.77.205.183,100,1095,TRUE,10/11/2022 8:32,R_6zXVmosPt0v9nMt,,,,,47.6034,-122.3414,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Alaska|Alabama|Arizona|Other,,64,Female,,Female|Male|Other|Prefer not to tell,White,,White|Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|American Indian and Alaska Native|Latino or Hispanic|Other,Other Party,Non partisan ,,,Closer to the Democratic Party,Some college but no degree,,Very likely,,ranked-choice voting,2,,,1,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),2,3,4,1,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),2,,1,,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,3,1,4,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),I like it because it eliminates the need for a runoff election and lets them know by preference who their constituents want to serve them.,,,,63457a2f-9656-c812-2d26-ff018a2ff4bd,,1451,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
10/11/2022 8:17,10/11/2022 8:33,IP Address,24.237.55.180,100,958,TRUE,10/11/2022 8:33,R_UN5Tytvp5yEmlsl,,,,,61.2034,-149.7595,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Arizona|Alabama|Alaska|Other,,31,Female,,Male|Female|Other|Prefer not to tell,White,,Latino or Hispanic|White|Middle Easterners and North Africans|American Indian and Alaska Native|Asian and Pacific Islanders|Black or African American|Other,Independent,,,,Closer to the Democratic Party,Less than high school diploma,,Other,,ranked-choice voting,3,4,1,2,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian),3,4,1,2,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat),2,4,1,3,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),2,4,1,3,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),It made the process of voting seem alot easier and faster. ,,,,63457ad5-02c3-6f33-f3f8-37045baa2a12,,1052,26899817,"Mozilla/5.0 (Linux; Android 10; moto g(7) play Build/QPYS30.85-23-8-2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/11/2022 9:13,10/11/2022 9:25,IP Address,24.237.0.156,100,760,TRUE,10/11/2022 9:25,R_1MWoHr7tdK6nAvX,,,,,58.3628,-134.5294,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alaska|Alabama|Arkansas|Arizona|Other,,76,Female,,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|White|Middle Easterners and North Africans|Asian and Pacific Islanders|Latino or Hispanic|Black or African American|Other,Democrat,,Not very strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,3,2,,1,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican),2,3,4,1,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican),1,3,2,4,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),1,3,2,4,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),Being 76 I like things the way I’ve done them for years but I can see that the ranked system may result in moderate people to be selected rather than far right or far left.,,,,634587bf-33d4-8509-88b2-21396fecad77,,1451,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
