StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5o,A5o_5_TEXT,A5o_DO,A6o,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7o,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_17,C1_18,C1_DO,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_17,C2_18,C2_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
2022-10-13 03:19:46,2022-10-13 03:29:19,IP Address,73.71.194.14,100,572,True,2022-10-13 03:29:19,R_3QVKbX7HnDgRblZ,,,,,37.8075,-122.2644,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Oakland|Ontario|Omaha|Orland|Other,,60,Female,,Female|Male|Other|Prefer not to tell,Black or African American,,Asian and Pacific Islanders|White|Black or African American|American Indian and Alaska Native|Latino or Hispanic|Middle Easterners and North Africans|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Likely,,ranked-choice voting,,1,,,,,2,,,3,Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer),4,1,10,9,8,7,2,6,5,3,Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember),Ranked choice voting lets you compare who is the top contender or the least.,,,,6347d7bf-473b-8cd7-abc9-938a886faf8d,,1451,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
2022-10-13 04:19:42,2022-10-13 04:26:33,IP Address,98.37.74.151,100,411,True,2022-10-13 04:26:34,R_3QVmP892ex8DKkN,,,,,37.8084,-122.2846,anonymous,EN,1,,0,5,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Orland|Omaha|Ontario|Oakland|Other,,44,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|Latino or Hispanic|White|American Indian and Alaska Native|Other,Democrat,,Not very strong Democrat,,,Some college but no degree,,Likely,,ranked-choice voting,,,2,,3,1,,,,,Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember),1,6,9,8,10,5,7,3,4,2,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember),"Not at this time ",,,,6347e5e5-f2ae-ef52-9fb7-1dd3fbf3cda9,,1451,26904257,"Mozilla/5.0 (Linux; Android 12; SM-A136U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36"
2022-10-13 04:49:38,2022-10-13 04:58:38,IP Address,108.69.134.219,100,540,True,2022-10-13 04:58:39,R_1F2JHgxNdVwuJkk,,,,,37.8371,-122.2773,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Oakland|Ontario|Orland|Omaha|Other,,40,Female,,Female|Male|Other|Prefer not to tell,Black or African American,,Asian and Pacific Islanders|American Indian and Alaska Native|Latino or Hispanic|White|Middle Easterners and North Africans|Black or African American|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very likely,,ranked-choice voting,2,,,,,,,,1,3,Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant),3,9,8,2,6,5,4,7,1,10,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney),I keep seeing the advertisement on tv about voting but I wish the candidates would be more advertised so people that’s voting would know more about them and what they have to offer,,,,6347ed3b-8341-f754-de2d-1e324ac29ca9,,1052,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-13 07:01:08,2022-10-13 07:03:59,IP Address,65.49.192.95,100,171,True,2022-10-13 07:04:00,R_302K62n22uWgCuN,,,,,34.0485,-118.2529,anonymous,EN,0.800000011920929,,0,55,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Very interested,Yes,Yes|No,Oakland,,Ontario|Orland|Omaha|Oakland|Other,,25,Female,,Female|Male|Other|Prefer not to tell,Asian and Pacific Islanders,,American Indian and Alaska Native|Latino or Hispanic|Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|White|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,proportional representation,,,,,3,,,2,,1,Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer),1,2,8,6,3,4,9,10,5,7,Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson),I think it’s a more rational approach to electing majority choice.,,,,63480bd1-58b5-f6ba-d1c4-8bb0c06fd4d3,,1634,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
2022-10-13 06:58:52,2022-10-13 07:19:22,IP Address,172.56.232.232,100,1229,True,2022-10-13 07:19:23,R_1OvHbEGg1PQhqyk,,,,,34.0251,-118.1556,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Other,,Oakland|Omaha|Ontario|Orland|Other,No. I accidentally chose the wrong answer,42,Male,,Male|Female|Other|Prefer not to tell,White,,White|Latino or Hispanic|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|Middle Easterners and North Africans|Other,Democrat,,Strong Democrat,,,Master's degree,,Likely,,first-past-the-post,,1,2,,,,,,,3,Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember),2,7,8,9,6,10,1,5,4,3,Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver),it's good Because its performance is very good.,,,,63480b3e-06ab-53ee-a6a8-fd5739d5d956,,1468,26904257,"Mozilla/5.0 (Linux; Android 12; SM-A125F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36"
2022-10-13 09:09:35,2022-10-13 09:14:28,IP Address,150.135.165.37,100,292,True,2022-10-13 09:14:29,R_AhxNwha9ZDXZbMd,,,,,32.2503,-110.945,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Ontario|Oakland|Orland|Omaha|Other,,19,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,White|Latino or Hispanic|Middle Easterners and North Africans|Black or African American|Asian and Pacific Islanders|American Indian and Alaska Native|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very likely,,proportional representation,,,3,,2,,1,,,,Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney),7,6,5,10,4,8,1,9,3,2,Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner),I think Ranked Choice voting is a good way to account for everyone's opinions and desires.,,,,634829f7-b39f-5989-c4e7-3d29131f04fe,,861,26904257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36"
2022-10-13 10:09:30,2022-10-13 10:15:16,IP Address,72.110.116.58,100,346,True,2022-10-13 10:15:17,R_3fUafR8xJiVpv6N,,,,,37.589,-122.0461,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Omaha|Orland|Ontario|Oakland|Other,,39,Female,,Male|Female|Other|Prefer not to tell,Black or African American,,American Indian and Alaska Native|White|Black or African American|Asian and Pacific Islanders|Latino or Hispanic|Middle Easterners and North Africans|Other,Democrat,,Not very strong Democrat,,,High school diploma or equivalent,,Unlikely,,ranked-choice voting,,1,,,,,,,2,3,Gregory Hodge (Non-Profit Executive)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney),2,3,8,9,1,4,5,6,7,10,Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist),N/a,,,,634837fc-ba0a-1f88-5597-3e5f99b739a2,,708,26904257,"Mozilla/5.0 (Linux; Android 11; T767W Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.5112.69 Mobile Safari/537.36 TapResearch Multi Window"
2022-10-13 10:34:16,2022-10-13 10:47:19,IP Address,172.58.88.132,100,783,True,2022-10-13 10:47:20,R_2c7WfyPUUJMCcCv,,,,,37.6844,-122.438,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Orland|Oakland|Omaha|Ontario|Other,,57,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Latino or Hispanic|Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|White|Middle Easterners and North Africans|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very likely,,ranked-choice voting,,,,,,2,1,3,,,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver),9,7,4,10,2,3,1,8,6,5,Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney),I like it,,,,63483dee-c296-6708-4c84-09af68c8ad49,,861,26904257,"Mozilla/5.0 (Linux; Android 12; DE2118) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36"
2022-10-13 11:35:44,2022-10-13 11:43:10,IP Address,104.10.255.123,100,445,True,2022-10-13 11:43:10,R_1GvvBw9LvYMQtjX,,,,,37.8075,-122.2644,anonymous,EN,0.4000000059604645,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Oakland|Ontario|Orland|Omaha|Other,,33,Male,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|American Indian and Alaska Native|Latino or Hispanic|White|Black or African American|Middle Easterners and North Africans|Other,Democrat,,Strong Democrat,,,Master's degree,,Very likely,,ranked-choice voting,,,3,,2,1,,,,,John Reimann (Retired Carpenter)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney),5,8,4,10,3,1,2,9,7,6,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter),"Historical experience, background on topics that I care about (e.g. housing, homelessness, etc)",,,,63484c69-3bb9-ba22-0f98-df0c99150486,,1052,26904257,"Mozilla/5.0 (Linux; Android 12; SM-G973U1 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
2022-10-13 11:53:00,2022-10-13 11:56:36,IP Address,172.58.33.40,100,216,True,2022-10-13 11:56:37,R_31AxShxlvRp6o3C,,,,,37.7794,-122.2178,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Moderately interested,Yes,No|Yes,Oakland,,Omaha|Orland|Oakland|Ontario|Other,,23,Male,,Female|Male|Other|Prefer not to tell,Latino or Hispanic,,Asian and Pacific Islanders|White|American Indian and Alaska Native|Latino or Hispanic|Black or African American|Middle Easterners and North Africans|Other,Other Party,,,,Closer to the Republican Party,High school diploma or equivalent,,Very unlikely,,first-past-the-post,,,,,,,,1,,,John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer),5,9,1,2,8,4,3,7,6,10,Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver),Idk,,,,6348503f-ed54-9efd-dd44-188f4646af7a,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-13 12:18:26,2022-10-13 12:26:53,IP Address,4.59.138.58,100,507,True,2022-10-13 12:26:54,R_3ncJqFRfiL1bSez,,,,,40.5995,-75.3763,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Oakland|Orland|Omaha|Ontario|Other,,20,Male,,Female|Male|Other|Prefer not to tell,Latino or Hispanic,,Black or African American|Middle Easterners and North Africans|White|Asian and Pacific Islanders|Latino or Hispanic|American Indian and Alaska Native|Other,Republican,,,Not very strong Republican,,Bachelor's degree,,Likely,,ranked-choice voting,,,1,,,3,,,,2,John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver),9,8,1,10,4,3,5,7,6,2,Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive),I think its a good way to better represent the population at large even if a prefered candidate is not popular,,,,63485671-5e94-85cc-ccb4-8d9909d1f8c6,,1156,26904257,"Mozilla/5.0 (Linux; Android 12; SM-F711U Build/SP2A.220305.013; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
2022-10-13 12:38:23,2022-10-13 12:43:41,IP Address,98.45.145.167,100,317,True,2022-10-13 12:43:41,R_3RxSQwOLA8n1fJt,,,,,37.7652,-122.1579,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Oakland,,Omaha|Ontario|Oakland|Orland|Other,,22,Male,,Female|Male|Other|Prefer not to tell,Black or African American,,Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|Latino or Hispanic|White|Other,Independent,,,,Closer to the Republican Party,High school diploma or equivalent,,Unlikely,,ranked-choice voting,,,2,,1,,,,,3,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember),7,4,3,9,2,6,10,8,5,1,Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner),I like to have an input,,,,63485b0a-053a-766e-4bbc-d3ad18761faf,,1156,26904257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"
2022-10-13 13:25:01,2022-10-13 13:30:25,IP Address,96.86.176.73,100,324,True,2022-10-13 13:30:26,R_2hQmdT6TZ7WbPr3,,,,,37.8107,-122.2479,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Omaha|Orland|Ontario|Oakland|Other,,54,Female,,Female|Male|Other|Prefer not to tell,Asian and Pacific Islanders,,Latino or Hispanic|White|Middle Easterners and North Africans|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,,,3,,1,,2,,,,Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember),8,6,3,10,1,4,2,9,7,5,Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney),I like that it prioritizes other candidates in case a run-off is needed where no candidate receives the majority of votes.,,,,634865d1-9c02-add4-2962-6bb8faf163df,,1682,26904257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
2022-10-13 15:16:32,2022-10-13 15:21:27,IP Address,172.58.79.143,100,294,True,2022-10-13 15:21:27,R_2ds5TgaSwBDHd1A,,,,,36.1472,-115.1175,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Very interested,Slightly interested",Yes,Yes|No,Oakland,,Ontario|Orland|Oakland|Omaha|Other,,21,Male,,Female|Male|Other|Prefer not to tell,American Indian and Alaska Native,,White|American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|Asian and Pacific Islanders|Latino or Hispanic|Other,Republican,,,Not very strong Republican,,Prefer not to say,,Very likely,,taagepera-shugart system,,,,,,1,3,,2,,Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter),6,7,5,10,8,4,2,9,3,1,Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter),Good,,,,63487ff3-4e29-f5fb-59c9-6813b2905cc5,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
