unit,begich,bye,palin,peltola,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
128,2,4,3,1,2431,0,23,Male,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
129,1,4,3,2,1432,0,22,Male,Black or African American,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
130,1,4,3,2,1432,0,68,Female,White,Independent,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
131,3,4,2,1,3421,0,22,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
132,1,3,2,4,1324,0,23,Male,White,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
133,2,4,3,1,2431,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
134,3,2,4,1,3241,0,65,Male,White,Independent,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
135,3,1,4,2,3142,0,23,Male,White,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
136,2,4,1,3,2413,0,48,Female,Other,Republican,Professional school degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
137,4,2,3,1,4231,0,40,Male,American Indian and Alaska Native,Democrat,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
138,4,2,3,1,4231,0,32,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
139,2,4,3,1,2431,0,23,Male,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
140,2,1,4,3,2143,0,23,Male,White,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
141,3,2,4,1,3241,0,57,Female,White,Democrat,High school diploma or equivalent,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
142,1,3,4,2,1342,0,23,Male,White,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
143,3,1,2,4,3124,0,23,Male,White,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
144,4,2,3,1,4231,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
145,3,2,1,4,3214,0,23,Male,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
146,2,3,4,1,2341,0,40,Male,White,Republican,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
147,3,4,1,2,3412,0,23,Male,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
148,3,2,1,4,3214,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
149,2,3,1,4,2314,0,44,Female,White,Republican,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
150,4,1,3,2,4132,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
151,4,3,2,1,4321,0,23,Male,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
152,1,2,3,4,1234,0,23,Male,White,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
153,3,4,1,2,3412,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
154,2,3,1,4,2314,0,71,Female,White,Republican,High school diploma or equivalent,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
155,4,2,1,3,4213,0,23,Male,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
156,3,4,1,2,3412,0,40,Male,White,Democrat,Associate degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
157,3,4,1,2,3412,0,56,Female,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
158,2,3,4,1,2341,0,39,Female,White,Democrat,High school diploma or equivalent,Very unlikely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
159,3,4,1,2,3412,0,23,Female,Asian and Pacific Islanders,Democrat,Some college but no degree,Likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
160,4,2,3,1,4231,0,24,Female,White,Democrat,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
161,1,4,2,3,1423,0,30,Female,White,Independent,Professional school degree,Unlikely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
162,3,2,4,1,3241,0,63,Female,White,Independent,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
163,2,3,4,1,2341,0,64,Female,White,Other Party,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
164,3,4,1,2,3412,0,31,Female,White,Independent,Less than high school diploma,Other,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
165,2,3,4,1,2341,0,76,Female,White,Democrat,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
166,1,3,2,4,1324,0,37,Female,White,Independent,Associate degree,Likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
167,1,4,2,3,1423,0,50,Female,Black or African American,Republican,Bachelor's degree,Unlikely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
168,3,1,2,4,3124,0,87,Female,White,Republican,High school diploma or equivalent,Very unlikely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
169,2,3,1,4,2314,0,39,Female,White,Independent,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
170,1,3,2,4,1324,0,75,Female,White,Republican,Master's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
171,1,2,4,3,1243,0,29,Female,White,Republican,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
172,1,3,2,4,1324,0,31,Female,White,Democrat,High school diploma or equivalent,Very unlikely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
173,3,2,4,1,3241,0,66,Female,White,Independent,Master's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
174,3,2,4,1,3241,0,39,Male,White,Republican,Associate degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
175,1,2,4,3,1243,0,18,Female,White,Independent,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
176,4,3,2,1,4321,0,27,Male,White,Independent,Some college but no degree,Likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
177,3,2,4,1,3241,0,29,Female,White,Republican,Less than high school diploma,Very unlikely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
178,2,3,1,4,2314,0,77,Male,White,Other Party,Master's degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
179,4,1,3,2,4132,0,47,Female,White,Independent,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
180,3,1,4,2,3142,0,24,Male,White,Independent,High school diploma or equivalent,Very unlikely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
181,2,4,1,3,2413,0,20,Female,White,Other Party,High school diploma or equivalent,Unlikely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
182,4,2,1,3,4213,0,22,Male,American Indian and Alaska Native,Independent,Some college but no degree,Unlikely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
183,3,4,2,1,3421,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
184,1,3,4,2,1342,0,23,Male,White,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
185,2,3,1,4,2314,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
186,4,2,1,3,4213,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
187,1,2,3,4,1234,0,23,Male,White,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
188,1,3,4,2,1342,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
189,3,2,1,4,3214,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
190,1,2,3,4,1234,0,23,Male,White,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
191,1,3,2,4,1324,0,18,Male,Black or African American,Independent,High school diploma or equivalent,Other,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
192,4,3,1,2,4312,0,23,Male,Black or African American,Republican,Bachelor's degree,Very unlikely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
193,2,4,3,1,2431,0,31,Male,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
194,2,4,1,3,2413,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
195,4,3,2,1,4321,0,26,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
196,4,2,3,1,4231,0,23,Male,White,Republican,Master's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
197,3,2,1,4,3214,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
198,2,4,3,1,2431,0,26,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
199,3,1,2,4,3124,0,23,Male,Latino or Hispanic,Democrat,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
200,3,4,2,1,3421,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
201,3,1,4,2,3142,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
202,3,2,1,4,3214,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
203,1,3,4,2,1342,0,31,Male,White,Democrat,Master's degree,Very unlikely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
204,4,1,3,2,4132,0,23,Male,White,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
205,1,3,2,4,1324,0,24,Female,White,Republican,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
206,3,2,4,1,3241,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
207,1,2,4,3,1243,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
208,4,3,2,1,4321,0,23,Male,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
209,4,3,1,2,4312,0,27,Female,Black or African American,Republican,High school diploma or equivalent,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
210,3,1,2,4,3124,0,39,Male,American Indian and Alaska Native,Independent,Some college but no degree,Unlikely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
211,4,3,2,1,4321,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
212,2,1,3,4,2134,0,23,Male,Black or African American,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
213,4,1,3,2,4132,0,24,Male,Black or African American,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
214,2,1,3,4,2134,0,23,Male,White,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
215,2,4,1,3,2413,0,25,Male,Black or African American,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
216,2,4,1,3,2413,0,62,Male,American Indian and Alaska Native,Republican,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
217,3,1,2,4,3124,0,30,Female,White,Other Party,Some college but no degree,Other,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
218,2,3,1,4,2314,0,22,Female,White,Republican,High school diploma or equivalent,Likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
219,2,4,1,3,2413,0,82,Female,White,Republican,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
220,2,4,3,1,2431,0,37,Female,White,Democrat,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
221,4,3,2,1,4321,0,36,Female,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
222,4,3,1,2,4312,0,47,Female,Black or African American,Independent,Some college but no degree,Other,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
223,2,3,1,4,2314,0,32,Female,Asian and Pacific Islanders,Independent,Bachelor's degree,I already voted using Vote-by-Mail,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
224,2,3,4,1,2341,0,60,Female,White,Democrat,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
225,4,2,3,1,4231,0,38,Female,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
226,4,1,3,2,4132,0,24,Female,White,Other Party,Some college but no degree,Very unlikely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
227,2,4,1,3,2413,0,36,Female,White,Republican,High school diploma or equivalent,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
228,2,1,4,3,2143,0,29,Female,White,Independent,Bachelor's degree,Likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
229,2,3,4,1,2341,0,63,Female,American Indian and Alaska Native,Republican,Some college but no degree,Unlikely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
230,2,3,4,1,2341,0,29,Female,White,Democrat,Some college but no degree,Likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
231,4,2,3,1,4231,0,42,Female,White,Democrat,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
232,3,2,4,1,3241,0,32,Female,Other,Independent,Master's degree,Likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
233,3,2,4,1,3241,0,55,Female,White,Independent,Master's degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
234,2,3,4,1,2341,0,47,Female,American Indian and Alaska Native,Independent,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
235,2,1,3,4,2134,0,43,Female,White,Republican,Associate degree,Likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
236,1,3,4,2,1342,0,63,Female,White,Republican,Some college but no degree,Likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
237,4,3,1,2,4312,0,36,Female,White,Republican,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
238,3,2,4,1,3241,0,29,Female,White,Independent,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
239,4,1,2,3,4123,0,32,Male,White,Republican,Master's degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
240,2,3,4,1,2341,0,65,Female,White,Other Party,Associate degree,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
241,1,2,4,3,1243,0,46,Male,White,Independent,High school diploma or equivalent,Likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
242,4,3,1,2,4312,0,40,Female,White,Republican,Some college but no degree,Likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
243,1,4,2,3,1423,0,36,Male,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
244,1,3,2,4,1324,0,45,Female,White,Republican,Some college but no degree,Very unlikely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
245,4,2,3,1,4231,0,30,Male,White,Democrat,Master's degree,Unlikely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
246,2,4,1,3,2413,0,48,Male,Asian and Pacific Islanders,Republican,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
247,3,2,4,1,3241,0,71,Female,White,Democrat,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
248,1,4,2,3,1423,0,37,Female,Latino or Hispanic,Republican,Associate degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
249,1,3,4,2,1342,0,22,Female,White,Republican,High school diploma or equivalent,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
250,1,3,2,4,1324,0,73,Female,White,Republican,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
251,3,2,4,1,3241,0,74,Other,White,Democrat,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
252,3,2,4,1,3241,0,66,Female,White,Independent,Some college but no degree,Very unlikely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
253,4,3,2,1,4321,0,30,Female,Latino or Hispanic,Independent,High school diploma or equivalent,Unlikely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
254,3,2,4,1,3241,0,57,Female,White,Independent,Bachelor's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
255,3,2,1,4,3214,0,48,Female,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
