unit,federaldebt,unemployment,ineq,health,immigration,ethics,ranking,treat,import,male,income,education,nonwhite,female,partyid,personal,value,suffer,happy,health_rank1,healthexpenses,dem_rep,age
193,NA,NA,1,3,NA,NA,--13--,1,0,0,1,2,0,1,1,1,1,1,1,0,0,1,3
194,NA,NA,5,3,NA,NA,--53--,1,0.75,0,3,4,1,1,0.5,0.5,0.5,0.5,0.5,0,0,NA,3
195,NA,NA,1,3,NA,NA,--13--,1,0.75,0,3,2,1,1,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,1,1,4
196,NA,NA,3,4,NA,NA,--34--,1,0.5,0,3,5,1,1,0.8399999737739563,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,1,8
197,NA,NA,5,1,NA,NA,--51--,1,1,0,3,2,1,1,0.5,1,1,1,0.8399999737739563,1,1,NA,5
198,NA,NA,6,1,NA,NA,--61--,1,1,1,11,3,1,0,0.1599999964237213,1,0.8399999737739563,1,0.8399999737739563,1,0,0,5
199,NA,NA,NA,NA,NA,NA,------,1,1,0,2,2,1,1,0,1,1,1,1,NA,1,0,5
200,NA,NA,4,1,NA,NA,--41--,1,0.5,0,10,6,1,1,0.8399999737739563,0.5,0.6700000166893005,0.8399999737739563,0.5,1,0,1,3
201,NA,NA,5,1,NA,NA,--51--,1,0.25,0,10,4,1,1,0.5,1,0.6700000166893005,1,0.5,1,1,NA,6
202,NA,NA,NA,NA,NA,NA,------,1,1,1,3,2,1,0,0.6700000166893005,1,1,1,1,NA,1,NA,7
203,NA,NA,NA,NA,NA,NA,------,1,0.75,0,6,5,0,1,1,0.5,1,1,1,NA,1,1,4
204,NA,NA,NA,NA,NA,NA,------,1,0.75,1,3,5,1,0,0,0.5,0.8399999737739563,1,0.6700000166893005,NA,0,0,8
205,NA,NA,3,4,NA,NA,--34--,1,0.5,1,2,3,0,0,0,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,0,5
206,NA,NA,1,3,NA,NA,--13--,1,0.75,1,3,5,0,0,0,0.75,1,1,1,0,1,0,3
207,NA,NA,6,1,NA,NA,--61--,1,1,0,5,3,1,1,0.33000001311302185,0.75,0.8399999737739563,1,0.8399999737739563,1,1,NA,3
208,NA,NA,2,1,NA,NA,--21--,1,0.75,1,7,5,1,0,0.5,0.75,0.8399999737739563,1,0.6700000166893005,1,1,NA,4
209,NA,NA,NA,NA,NA,NA,------,1,0.25,0,7,4,1,1,0.33000001311302185,0.25,0.8399999737739563,0.6700000166893005,0.5,NA,1,NA,5
210,NA,NA,4,2,NA,NA,--42--,1,1,0,5,3,1,1,0.8399999737739563,1,1,1,1,0,1,1,7
211,NA,NA,1,5,NA,NA,--15--,1,0.75,0,4,5,1,1,1,0.5,1,0.6700000166893005,1,0,0,1,3
212,NA,NA,3,4,NA,NA,--34--,1,1,0,3,3,1,1,0.1599999964237213,1,1,1,1,0,1,0,2
213,NA,NA,3,1,NA,NA,--31--,1,1,0,5,5,1,1,1,0.75,1,1,1,1,1,1,4
214,NA,NA,4,2,NA,NA,--42--,1,1,0,1,4,1,1,0.33000001311302185,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,NA,6
215,NA,NA,5,1,NA,NA,--51--,1,0.5,0,3,2,0,1,NA,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,0,NA,7
216,NA,NA,2,4,NA,NA,--24--,1,0.5,1,11,5,1,0,0.8399999737739563,0.5,0.6700000166893005,0.6700000166893005,0.5,0,0,1,7
217,NA,NA,3,1,NA,NA,--31--,1,1,1,3,3,0,0,1,1,0.8399999737739563,1,1,1,1,1,5
218,NA,NA,6,1,NA,NA,--61--,1,1,1,7,5,1,0,0.1599999964237213,1,1,1,0.8399999737739563,1,1,0,5
219,NA,NA,2,3,NA,NA,--23--,1,0.75,1,8,6,1,0,1,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,1,8
220,NA,NA,2,3,NA,NA,--23--,1,0.5,1,12,5,0,0,0.8399999737739563,0.5,0.8399999737739563,1,0.8399999737739563,0,0,1,6
221,NA,NA,6,5,NA,NA,--65--,1,0.75,1,5,6,1,0,0.1599999964237213,0.5,0.8399999737739563,0.6700000166893005,0.5,0,1,0,5
222,NA,NA,1,4,NA,NA,--14--,1,0.5,0,7,5,NA,1,1,0.5,1,1,0.5,0,0,1,3
223,NA,NA,6,4,NA,NA,--64--,1,0.75,0,3,5,1,1,0.5,0.5,0.5,0.6700000166893005,0.5,0,0,NA,5
224,NA,NA,5,3,NA,NA,--53--,1,0.5,1,5,2,1,0,0.5,0.25,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,NA,7
225,NA,NA,4,1,NA,NA,--41--,1,1,1,9,6,1,0,1,1,1,1,1,1,1,1,3
226,NA,NA,5,1,NA,NA,--51--,1,1,0,3,3,1,1,0.33000001311302185,1,1,1,1,1,1,NA,3
227,NA,NA,5,1,NA,NA,--51--,1,1,0,3,3,1,1,0.33000001311302185,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,1,NA,5
228,NA,NA,1,4,NA,NA,--14--,1,0.25,1,1,1,1,0,0.5,0.25,0.6700000166893005,0.5,0.5,0,1,NA,6
229,NA,NA,5,1,NA,NA,--51--,1,0.75,1,13,6,0,0,0.1599999964237213,0.75,0.8399999737739563,1,0.8399999737739563,1,0,0,7
230,NA,NA,6,1,NA,NA,--61--,1,1,0,5,5,1,1,0.33000001311302185,1,1,1,0.8399999737739563,1,1,NA,6
231,NA,NA,3,2,NA,NA,--32--,1,0.5,1,1,4,0,0,0.5,0.5,0.5,0.5,0.5,0,0,NA,4
232,NA,NA,4,1,NA,NA,--41--,1,1,0,4,2,1,1,0.8399999737739563,1,1,1,1,1,1,1,6
233,NA,NA,1,4,NA,NA,--14--,1,0.5,1,2,5,1,0,1,0.5,1,1,1,0,1,1,7
234,NA,NA,3,4,NA,NA,--34--,1,1,1,8,5,0,0,0.5,1,0.5,0.5,0.5,0,0,NA,4
235,NA,NA,1,3,NA,NA,--13--,1,1,1,4,3,1,0,1,1,1,1,1,0,1,1,4
236,NA,NA,5,3,NA,NA,--53--,1,0.5,0,4,5,1,1,0.5,0.25,0.33000001311302185,0.33000001311302185,0.33000001311302185,0,0,NA,4
237,NA,NA,3,1,NA,NA,--31--,1,0.75,0,3,3,1,1,0.33000001311302185,0.75,0.8399999737739563,0.6700000166893005,0.8399999737739563,1,1,NA,6
238,NA,NA,NA,NA,NA,NA,------,1,1,1,7,6,0,0,0.5,1,1,1,1,NA,0,NA,4
239,NA,NA,6,4,NA,NA,--64--,1,0.5,0,5,4,1,1,0,0.5,0.5,1,0.6700000166893005,0,0,0,2
240,NA,NA,3,1,NA,NA,--31--,1,1,0,4,2,1,1,0.6700000166893005,0.5,0.5,0.5,0.5,1,0,NA,7
241,NA,NA,4,2,NA,NA,--42--,1,1,1,4,6,1,0,0.1599999964237213,1,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,0,6
242,NA,NA,6,3,NA,NA,--63--,1,1,0,9,5,1,1,0,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,0,4
243,NA,NA,1,4,NA,NA,--14--,1,0.75,1,8,5,1,0,0.1599999964237213,0.75,0.5,0.8399999737739563,0.5,0,0,0,6
244,NA,NA,5,3,NA,NA,--53--,1,0.75,1,9,6,1,0,0,0.75,0.6700000166893005,0.8399999737739563,NA,0,0,0,7
245,NA,NA,4,1,NA,NA,--41--,1,0.75,1,2,2,1,0,0.5,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,0,NA,7
246,NA,NA,4,2,NA,NA,--42--,1,0.75,0,9,5,1,1,0.5,0.75,1,1,1,0,0,NA,5
247,NA,NA,4,1,NA,NA,--41--,1,0.75,1,4,6,1,0,1,0.75,1,1,1,1,0,1,5
248,NA,NA,6,1,NA,NA,--61--,1,1,1,7,5,1,0,0.5,1,1,1,1,1,1,NA,4
249,NA,NA,2,1,NA,NA,--21--,1,0.75,1,2,5,1,0,1,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,1,1,3
250,NA,NA,6,3,NA,NA,--63--,1,1,0,3,3,1,1,0.1599999964237213,0.75,0.6700000166893005,0.6700000166893005,0.5,0,0,0,6
251,NA,NA,2,1,NA,NA,--21--,1,1,1,NA,4,1,0,0.6700000166893005,1,0.8399999737739563,0.5,0.6700000166893005,1,1,NA,7
252,NA,NA,3,4,NA,NA,--34--,1,0.5,0,4,6,1,1,0.8399999737739563,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,1,3
253,NA,NA,2,1,NA,NA,--21--,1,0.75,0,2,2,1,1,1,0.75,1,1,1,1,0,1,8
254,NA,NA,5,3,NA,NA,--53--,1,0.5,0,5,4,0,1,0.1599999964237213,0.25,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,0,7
255,NA,NA,6,1,NA,NA,--61--,1,1,1,3,5,1,0,0.5,0.75,0.8399999737739563,0.8399999737739563,0.5,1,1,NA,8
256,NA,NA,4,5,NA,NA,--45--,1,0,1,5,5,1,0,0.5,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,NA,7
257,NA,NA,4,6,NA,NA,--46--,1,0.5,0,3,2,1,1,0.1599999964237213,0.5,0.5,0.6700000166893005,0.5,0,1,0,2
258,NA,NA,6,3,NA,NA,--63--,1,0.75,1,6,6,1,0,0.1599999964237213,0.75,0.8399999737739563,0.6700000166893005,0.33000001311302185,0,0,0,5
259,NA,NA,5,1,NA,NA,--51--,1,0.75,0,3,2,1,1,0.1599999964237213,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,0,0,7
260,NA,NA,6,1,NA,NA,--61--,1,1,1,8,5,1,0,0,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,1,0,0,5
261,NA,NA,3,4,NA,NA,--34--,1,0.75,1,13,3,1,0,0.1599999964237213,0.5,0.5,0.8399999737739563,0.5,0,1,0,2
262,NA,NA,4,3,NA,NA,--43--,1,0.75,1,5,3,1,0,0.6700000166893005,0.75,0.8399999737739563,0.6700000166893005,0.5,0,1,NA,5
263,NA,NA,1,3,NA,NA,--13--,1,1,1,6,2,1,0,0.8399999737739563,0.25,1,1,1,0,0,1,7
264,NA,NA,3,2,NA,NA,--32--,1,0.75,1,2,2,0,0,1,0.75,0.6700000166893005,0.6700000166893005,0.8399999737739563,0,0,1,4
265,NA,NA,6,3,NA,NA,--63--,1,1,1,8,5,1,0,0.1599999964237213,1,0.1599999964237213,0.1599999964237213,0,0,1,0,6
266,NA,NA,5,1,NA,NA,--51--,1,0.75,0,11,6,0,1,1,0.5,0.8399999737739563,0.33000001311302185,0.5,1,1,1,3
267,NA,NA,4,1,NA,NA,--41--,1,0,0,3,2,1,1,0.8399999737739563,0,0.8399999737739563,0.8399999737739563,0.8399999737739563,1,1,1,6
268,NA,NA,6,4,NA,NA,--64--,1,0.5,0,5,5,1,1,0.33000001311302185,0.5,0.5,0.6700000166893005,0.5,0,1,NA,6
269,NA,NA,6,3,NA,NA,--63--,1,0.5,1,5,5,1,0,0.33000001311302185,0.75,0.8399999737739563,0.8399999737739563,0.5,0,0,NA,7
270,NA,NA,2,3,NA,NA,--23--,1,0.75,0,4,3,1,1,0.1599999964237213,0.75,1,1,1,0,1,0,5
271,NA,NA,6,3,NA,NA,--63--,1,1,1,4,3,1,0,0.5,0.75,1,1,0.8399999737739563,0,1,NA,5
272,NA,NA,3,2,NA,NA,--32--,1,1,0,1,2,0,1,0.8399999737739563,1,0,1,1,0,1,1,6
273,NA,NA,3,4,NA,NA,--34--,1,0.75,0,5,5,1,1,0,0.75,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,0,4
274,NA,NA,5,2,NA,NA,--52--,1,0.75,1,8,6,0,0,0.1599999964237213,0.75,1,0.8399999737739563,0.8399999737739563,0,1,0,4
275,NA,NA,4,6,NA,NA,--46--,1,0.5,0,3,3,0,1,1,0.5,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,1,1,5
276,NA,NA,5,3,NA,NA,--53--,1,1,0,2,3,1,1,0.5,1,0.5,0.5,0.5,0,0,NA,5
277,NA,NA,3,1,NA,NA,--31--,1,0.75,1,5,4,1,0,0,0.75,0.8399999737739563,0.8399999737739563,0.6700000166893005,1,0,0,7
278,NA,NA,6,1,NA,NA,--61--,1,1,1,4,2,1,0,0.1599999964237213,1,1,1,1,1,0,0,4
279,NA,NA,5,4,NA,NA,--54--,1,1,1,9,3,1,0,0,1,0.5,1,1,0,0,0,6
280,NA,NA,1,4,NA,NA,--14--,1,0.25,0,3,5,1,1,0.6700000166893005,0.25,0.5,0.5,0.5,0,0,NA,6
281,NA,NA,3,2,NA,NA,--32--,1,0.75,1,7,4,0,0,0.6700000166893005,0.5,1,1,1,0,0,NA,5
282,NA,NA,NA,NA,NA,NA,------,1,1,0,1,2,1,1,0.8399999737739563,1,1,1,0.8399999737739563,NA,1,1,6
283,NA,NA,6,4,NA,NA,--64--,1,1,0,6,2,1,1,0.1599999964237213,0.75,0.6700000166893005,0.8399999737739563,0.6700000166893005,0,0,0,8
284,NA,NA,3,4,NA,NA,--34--,1,0.75,0,3,2,1,1,0,0.75,0.6700000166893005,1,0.6700000166893005,0,1,0,8
285,NA,NA,6,5,NA,NA,--65--,1,0.75,0,4,3,1,1,0.1599999964237213,0.5,0.5,0.6700000166893005,0.5,0,0,0,7
286,NA,NA,6,1,NA,NA,--61--,1,0.5,1,5,5,1,0,0.8399999737739563,0.25,1,1,0.8399999737739563,1,0,1,5
287,NA,NA,6,1,NA,NA,--61--,1,0.5,1,6,5,1,0,0.1599999964237213,0.5,0.5,0.6700000166893005,0.6700000166893005,1,0,0,4
288,NA,NA,6,1,NA,NA,--61--,1,0.75,0,10,5,1,1,0,1,1,1,1,1,1,0,4
289,NA,NA,6,3,NA,NA,--63--,1,1,1,13,6,1,0,0.1599999964237213,1,1,1,1,0,0,0,6
290,NA,NA,4,2,NA,NA,--42--,1,1,0,5,5,0,1,0.8399999737739563,0.75,1,1,1,0,0,1,4
291,NA,NA,4,2,NA,NA,--42--,1,0.75,0,2,3,1,1,0.8399999737739563,0.75,0.33000001311302185,0.6700000166893005,0.5,0,1,1,2
292,NA,NA,2,4,NA,NA,--24--,1,0.75,0,6,5,1,1,0.33000001311302185,0.75,0.8399999737739563,1,0.8399999737739563,0,1,NA,4
293,NA,NA,4,5,NA,NA,--45--,1,1,1,3,4,0,0,0.8399999737739563,1,1,1,0.6700000166893005,0,1,1,6
294,NA,NA,4,5,NA,NA,--45--,1,1,1,2,2,0,0,0.8399999737739563,1,0.8399999737739563,1,1,0,0,1,5
295,NA,NA,2,3,NA,NA,--23--,1,1,1,3,3,0,0,0.1599999964237213,1,1,1,1,0,1,0,4
296,NA,NA,1,4,NA,NA,--14--,1,0.75,1,2,2,0,0,0.5,1,0.5,0.33000001311302185,0.5,0,1,NA,2
297,NA,NA,5,4,NA,NA,--54--,1,0.75,1,3,3,0,0,0.33000001311302185,0.5,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,NA,2
298,NA,NA,5,2,NA,NA,--52--,1,0.75,0,3,3,0,1,0.8399999737739563,0.5,0.6700000166893005,0.6700000166893005,0.5,0,0,1,3
299,NA,NA,1,2,NA,NA,--12--,1,1,0,3,2,1,1,1,1,1,1,1,0,1,1,6
300,NA,NA,6,2,NA,NA,--62--,1,1,1,4,6,1,0,0.1599999964237213,0.75,0.6700000166893005,0.6700000166893005,0.5,0,0,0,7
301,NA,NA,2,3,NA,NA,--23--,1,0.75,0,1,5,1,1,1,1,0.8399999737739563,1,0.6700000166893005,0,1,1,6
302,NA,NA,6,3,NA,NA,--63--,1,1,0,8,5,0,1,0,1,0.6700000166893005,0.6700000166893005,0.5,0,0,0,6
303,NA,NA,NA,NA,NA,NA,------,1,1,0,3,3,0,1,1,1,1,1,1,NA,1,1,2
304,NA,NA,NA,NA,NA,NA,------,1,0.5,0,3,2,0,1,0.5,0.5,0.5,0.5,0.5,NA,1,NA,4
305,NA,NA,1,2,NA,NA,--12--,1,1,0,13,6,1,1,1,1,1,1,1,0,0,1,6
306,NA,NA,2,1,NA,NA,--21--,1,1,0,3,2,1,1,0.5,1,0.5,0.5,0.5,1,1,NA,3
307,NA,NA,2,3,NA,NA,--23--,1,0.75,0,4,4,1,1,0.8399999737739563,1,0.5,0.6700000166893005,0.5,0,1,1,6
308,NA,NA,3,4,NA,NA,--34--,1,0.5,1,1,3,1,0,1,0.5,0.6700000166893005,1,0.8399999737739563,0,1,1,2
309,NA,NA,5,2,NA,NA,--52--,1,0.5,1,7,6,0,0,0.8399999737739563,1,0.6700000166893005,0.6700000166893005,0.6700000166893005,0,0,1,6
310,NA,NA,1,3,NA,NA,--13--,1,1,1,5,3,0,0,1,1,1,1,1,0,0,1,3
311,NA,NA,NA,NA,NA,NA,------,1,0,0,3,4,1,1,0.1599999964237213,0,1,1,1,NA,1,0,5
312,NA,NA,1,5,NA,NA,--15--,1,0.75,1,4,5,1,0,1,1,0.8399999737739563,1,0.8399999737739563,0,0,1,3
313,NA,NA,1,4,NA,NA,--14--,1,0.5,1,9,3,1,0,0.5,0.5,1,0.6700000166893005,0.5,0,0,NA,6
314,NA,NA,5,2,NA,NA,--52--,1,1,0,2,2,0,1,1,0.5,0.8399999737739563,0.8399999737739563,0.6700000166893005,0,0,1,6
315,NA,NA,NA,NA,NA,NA,------,1,0.75,1,6,4,0,0,0.1599999964237213,0.75,0.8399999737739563,0.6700000166893005,0.8399999737739563,NA,1,0,4
316,NA,NA,4,2,NA,NA,--42--,1,0.75,1,5,6,0,0,0.5,0.5,0.6700000166893005,0.5,0.6700000166893005,0,0,NA,4
317,NA,NA,3,4,NA,NA,--34--,1,0.75,0,4,5,0,1,0.1599999964237213,0.75,0.8399999737739563,0.8399999737739563,0.8399999737739563,0,0,0,5
318,NA,NA,NA,NA,NA,NA,------,1,1,1,8,5,1,0,0.8399999737739563,1,0.8399999737739563,0.8399999737739563,0.8399999737739563,NA,0,1,5
319,NA,NA,4,1,NA,NA,--41--,1,0.75,0,3,2,1,1,0.6700000166893005,0.75,1,1,1,1,0,NA,3
